customerID,churn_probability,predicted_churn_flag,risk_segment,retention_priority_score,priority_level,customer_value_proxy,intervention_urgency,suggested_action,primary_reason,secondary_reason,reason_type,expected_mechanism,suggested_success_metric,Contract,tenure,MonthlyCharges,TotalCharges,InternetService,PaymentMethod,TechSupport,OnlineSecurity,SupportServiceCount
2077-MPJQO,0.8772410256362484,1,High Risk,78.06,Priority 1,45.19,94.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,7,75.4,533.05,Fiber optic,Electronic check,No,No,0
7363-QTBIW,0.8657750384194158,1,High Risk,78.06,Priority 1,48.97,92.5,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,9,79.75,769.1,Fiber optic,Electronic check,No,No,0
7209-JCUDS,0.8254080879106288,1,High Risk,78.03,Priority 1,59.04,91.67,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,10,94.9,1048.85,Fiber optic,Electronic check,No,No,1
8821-XNHVZ,0.8641012877724049,1,High Risk,78.02,Priority 1,45.19,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,80.05,80.05,Fiber optic,Mailed check,No,No,0
3422-LYEPQ,0.8847195358347029,1,High Risk,77.98,Priority 1,40.08,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,71.0,71.0,Fiber optic,Electronic check,No,No,0
9221-OTIVJ,0.7975296413993148,1,High Risk,77.94,Priority 1,67.37,88.33,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,14,104.85,1531.4,Fiber optic,Electronic check,No,No,2
0235-KGSLC,0.8497308833826179,1,High Risk,77.93,Priority 1,48.3,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,85.55,85.55,Fiber optic,Credit card (automatic),No,No,1
1448-PWKYE,0.8623269692096179,1,High Risk,77.91,Priority 1,45.16,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,80.0,80.0,Fiber optic,Electronic check,No,No,0
2737-YNGYW,0.8602616897020753,1,High Risk,77.88,Priority 1,46.07,98.33,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,2,80.55,184.1,Fiber optic,Electronic check,No,No,0
4806-KEXQR,0.8609164258552546,1,High Risk,77.78,Priority 1,46.51,96.67,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,4,79.9,324.3,Fiber optic,Electronic check,No,No,0
8752-STIVR,0.8626498772153195,1,High Risk,77.73,Priority 1,45.88,96.67,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,4,79.0,303.15,Fiber optic,Electronic check,No,No,0
6910-HADCM,0.8678671480177704,1,High Risk,77.72,Priority 1,43.1,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,76.35,76.35,Fiber optic,Electronic check,No,No,1
1400-MMYXY,0.7959071789679215,1,High Risk,77.65,Priority 1,61.1,97.5,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,3,105.9,334.65,Fiber optic,Electronic check,No,No,2
7218-HKQFK,0.8244319295693104,1,High Risk,77.62,Priority 1,53.6,98.33,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,2,94.2,167.5,Fiber optic,Electronic check,Yes,No,1
4090-KPJIP,0.8702082342991109,1,High Risk,77.61,Priority 1,43.1,97.5,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,3,74.95,212.4,Fiber optic,Electronic check,No,No,0
0390-DCFDQ,0.8797586348655674,1,High Risk,77.6,Priority 1,39.77,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,70.45,70.45,Fiber optic,Mailed check,No,No,0
4229-CZMLL,0.8696307298542995,1,High Risk,77.57,Priority 1,44.55,95.0,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,6,74.9,469.8,Fiber optic,Electronic check,No,No,0
7235-NXZCP,0.86873267467359,1,High Risk,77.55,Priority 1,42.72,98.33,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,2,74.85,156.4,Fiber optic,Mailed check,No,No,0
5052-PNLOS,0.7932169569544394,1,High Risk,77.4,Priority 1,60.73,97.5,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,3,105.35,323.25,Fiber optic,Bank transfer (automatic),No,No,2
2959-MJHIC,0.8526641973283443,1,High Risk,77.33,Priority 1,46.66,96.67,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,4,80.35,307.4,Fiber optic,Electronic check,No,No,0
8775-ERLNB,0.8658348017323841,1,High Risk,77.31,Priority 1,41.95,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,74.3,74.3,Fiber optic,Electronic check,No,No,0
8361-LTMKD,0.8655556508421127,1,High Risk,77.27,Priority 1,43.33,96.67,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,4,74.4,306.6,Fiber optic,Mailed check,No,No,0
1751-NCDLI,0.7923480520230081,1,High Risk,77.14,Priority 1,81.4,61.67,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,46,98.85,4564.9,Fiber optic,Electronic check,No,No,1
9334-GWGOW,0.8637555986847345,1,High Risk,77.1,Priority 1,44.61,94.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,7,74.85,485.25,Fiber optic,Electronic check,No,No,0
0871-URUWO,0.7898461696397793,1,High Risk,77.0,Priority 1,64.93,89.17,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,13,102.25,1359.0,Fiber optic,Credit card (automatic),No,No,1
7130-VTEWQ,0.8533845423222323,1,High Risk,76.66,Priority 1,45.81,93.33,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,8,75.75,606.25,Fiber optic,Electronic check,No,No,0
2985-FMWYF,0.7991732407965708,1,High Risk,76.49,Priority 1,65.67,80.83,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,23,93.5,2341.55,Fiber optic,Electronic check,No,No,0
8132-YPVBX,0.8207636571225355,1,High Risk,76.24,Priority 1,50.98,95.0,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,6,85.95,514.6,Fiber optic,Mailed check,No,No,1
8709-KRDVL,0.7752621668211575,1,High Risk,76.12,Priority 1,74.91,72.5,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,33,100.0,3320.6,Fiber optic,Electronic check,No,No,1
6821-BUXUX,0.7904075738691688,1,High Risk,76.08,Priority 1,61.14,89.17,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,13,96.65,1244.5,Fiber optic,Electronic check,No,Yes,2
0432-CAJZV,0.8071429953129562,1,High Risk,76.07,Priority 1,52.05,97.5,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,3,90.7,237.65,Fiber optic,Mailed check,No,No,0
7354-OIJLX,0.842120448826146,1,High Risk,76.04,Priority 1,46.54,92.5,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,9,75.85,724.65,Fiber optic,Electronic check,No,No,0
4817-VYYWS,0.7752588253957136,1,High Risk,76.04,Priority 1,73.09,75.0,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,30,100.2,2983.8,Fiber optic,Electronic check,No,No,1
1379-FRVEB,0.8023043235003104,1,High Risk,76.03,Priority 1,59.05,87.5,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,15,91.0,1430.05,Fiber optic,Electronic check,No,No,1
3338-CVVEH,0.7928959525841299,1,High Risk,75.96,Priority 1,59.56,90.0,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,12,94.55,1173.55,Fiber optic,Electronic check,No,No,0
3292-PBZEJ,0.7603864250376225,1,High Risk,75.94,Priority 1,66.78,90.83,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,11,111.4,1183.05,Fiber optic,Electronic check,Yes,No,3
5159-YFPKQ,0.8388420522856532,1,High Risk,75.9,Priority 1,43.28,98.33,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,2,75.8,160.75,Fiber optic,Electronic check,No,No,1
7056-IMHCC,0.7545500195446215,1,High Risk,75.84,Priority 1,88.75,55.83,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,53,101.9,5549.4,Fiber optic,Electronic check,No,No,1
5380-WJKOV,0.7523388175835973,1,High Risk,75.83,Priority 1,79.77,71.67,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,34,106.35,3549.25,Fiber optic,Electronic check,No,No,2
