customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TenureGroup,AvgMonthlySpend,SupportServiceCount,actual_churn_flag,predicted_churn_flag,churn_probability,risk_segment,customer_value_proxy,intervention_urgency,retention_priority_score,priority_level,primary_reason,secondary_reason,reason_type,suggested_action,expected_mechanism,suggested_success_metric
3244-DCJWY,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,0-12 Months,70.25,0,1,1,0.9026665831945127,High Risk,39.66,99.17,78.95,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
7005-CCBKV,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,0-12 Months,92.72500000000001,1,1,1,0.8672963269383888,High Risk,50.35,95.0,78.88,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
3320-VEOYC,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,13-24 Months,90.95,0,0,1,0.8407442873289909,High Risk,60.72,88.33,78.87,Priority 1,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
8380-PEFPE,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,0-12 Months,71.65,0,1,1,0.8977574057704012,High Risk,40.45,99.17,78.85,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
7409-KIUTL,Female,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,0-12 Months,71.0,0,1,1,0.8976893969966727,High Risk,40.08,99.17,78.76,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
6892-XPFPU,Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,13-24 Months,101.41250000000001,2,1,1,0.8113390788390623,High Risk,72.21,80.0,78.73,Priority 1,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
7952-OBOYL,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.85,244.45,0-12 Months,81.48333333333333,2,0,1,0.8510173695262885,High Risk,51.61,97.5,78.59,Priority 1,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
1853-UDXBW,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,70.0,0-12 Months,70.0,0,1,1,0.896596497288554,High Risk,39.52,99.17,78.55,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2439-LYPMQ,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,4009.2,25-48 Months,105.50526315789473,2,0,1,0.8037732555037826,High Risk,80.31,68.33,78.55,Priority 1,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
1731-TVIUK,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.5,362.2,0-12 Months,90.55,2,1,1,0.8409872506595675,High Risk,54.33,96.67,78.54,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
7181-BQYBV,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,0-12 Months,102.45,2,1,1,0.8192345295012672,High Risk,57.84,99.17,78.49,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
8397-MVTAZ,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3480.0,25-48 Months,102.3529411764706,1,1,1,0.8127885446912706,High Risk,75.85,71.67,78.48,Priority 1,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
8443-ZRDBZ,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,318.9,0-12 Months,79.725,0,1,1,0.8802394470759829,High Risk,44.33,96.67,78.4,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
1320-HTRDR,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,220.6,0-12 Months,73.53333333333333,0,1,1,0.8798434275948382,High Risk,43.46,97.5,78.28,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
5186-SAMNZ,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,0-12 Months,69.5,0,1,1,0.8926650104909053,High Risk,39.24,99.17,78.25,Priority 1,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
1980-KXVPM,Female,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.05,256.25,0-12 Months,85.41666666666667,0,1,1,0.8785503940681019,High Risk,43.41,97.5,78.19,Priority 1,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
8245-UMPYT,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.4,1581.2,13-24 Months,98.825,0,1,1,0.8240895898190602,High Risk,62.93,86.67,78.18,Priority 1,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
4735-ASGMA,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,25-48 Months,96.7423076923077,1,1,1,0.8173455890696428,High Risk,69.38,78.33,78.14,Priority 1,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
5382-SOYZL,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,13-24 Months,98.3,0,0,1,0.8245705056531869,High Risk,65.54,81.67,78.11,Priority 1,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2077-MPJQO,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,533.05,0-12 Months,76.14999999999999,0,0,1,0.8772410256362484,High Risk,45.19,94.17,78.06,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
7363-QTBIW,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,0-12 Months,85.45555555555556,0,0,1,0.8657750384194158,High Risk,48.97,92.5,78.06,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
7209-JCUDS,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,1048.85,0-12 Months,104.88499999999999,1,1,1,0.8254080879106288,High Risk,59.04,91.67,78.03,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
8821-XNHVZ,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,0-12 Months,80.05,0,1,1,0.8641012877724049,High Risk,45.19,99.17,78.02,Priority 1,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
3422-LYEPQ,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,0-12 Months,71.0,0,1,1,0.8847195358347029,High Risk,40.08,99.17,77.98,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
9221-OTIVJ,Female,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.85,1531.4,13-24 Months,109.38571428571429,2,1,1,0.7975296413993148,High Risk,67.37,88.33,77.94,Priority 1,Electronic-check payment,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
0235-KGSLC,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55,85.55,0-12 Months,85.55,1,1,1,0.8497308833826179,High Risk,48.3,99.17,77.93,Priority 1,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
1448-PWKYE,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0,0-12 Months,80.0,0,1,1,0.8623269692096179,High Risk,45.16,99.17,77.91,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2737-YNGYW,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55,184.1,0-12 Months,92.05,0,1,1,0.8602616897020753,High Risk,46.07,98.33,77.88,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
4806-KEXQR,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,0-12 Months,81.075,0,1,1,0.8609164258552546,High Risk,46.51,96.67,77.78,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
8752-STIVR,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,303.15,0-12 Months,75.7875,0,1,1,0.8626498772153195,High Risk,45.88,96.67,77.73,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
6910-HADCM,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,0-12 Months,76.35,1,1,1,0.8678671480177704,High Risk,43.1,99.17,77.72,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
1400-MMYXY,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,334.65,0-12 Months,111.55,2,1,1,0.7959071789679215,High Risk,61.1,97.5,77.65,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
7218-HKQFK,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,0-12 Months,83.75,1,1,1,0.8244319295693104,High Risk,53.6,98.33,77.62,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
4090-KPJIP,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,212.4,0-12 Months,70.8,0,0,1,0.8702082342991109,High Risk,43.1,97.5,77.61,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
0390-DCFDQ,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,0-12 Months,70.45,0,1,1,0.8797586348655674,High Risk,39.77,99.17,77.6,Priority 1,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
4229-CZMLL,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,0-12 Months,78.3,0,1,1,0.8696307298542995,High Risk,44.55,95.0,77.57,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
7235-NXZCP,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.85,156.4,0-12 Months,78.2,0,1,1,0.86873267467359,High Risk,42.72,98.33,77.55,Priority 1,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
5052-PNLOS,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,0-12 Months,107.75,2,1,1,0.7932169569544394,High Risk,60.73,97.5,77.4,Priority 1,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
2959-MJHIC,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,0-12 Months,76.85,0,1,1,0.8526641973283443,High Risk,46.66,96.67,77.33,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
8775-ERLNB,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.3,74.3,0-12 Months,74.3,0,0,1,0.8658348017323841,High Risk,41.95,99.17,77.31,Priority 1,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Contract-upgrade incentive,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate
